dataset,subject,session,pipeline,metric,score,fold,n_train,n_test,n_channels,time
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,kappa,1.0,2,48,12,64,0.46660327911376953
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,accuracy,1.0,3,48,12,64,0.4660770893096924
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,64,0.4660770893096924
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,kappa,1.0,3,48,12,64,0.4660770893096924
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,accuracy,1.0,4,48,12,64,0.4619870185852051
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,balanced_accuracy,1.0,4,48,12,64,0.4619870185852051
Miller2019-imagery_basic,rr,mot,HighGamma+LDA,kappa,1.0,4,48,12,64,0.4619870185852051
Miller2019-imagery_basic,rr,im,HighGamma+LDA,accuracy,0.6666666666666666,0,48,12,64,0.46789050102233887
Miller2019-imagery_basic,rr,im,HighGamma+LDA,balanced_accuracy,0.6666666666666667,0,48,12,64,0.46789050102233887
Miller2019-imagery_basic,rr,im,HighGamma+LDA,kappa,0.33333333333333337,0,48,12,64,0.46789050102233887
Miller2019-imagery_basic,rr,im,HighGamma+LDA,accuracy,0.5833333333333334,1,48,12,64,0.46425747871398926
Miller2019-imagery_basic,rr,im,HighGamma+LDA,balanced_accuracy,0.5833333333333333,1,48,12,64,0.46425747871398926
Miller2019-imagery_basic,rr,im,HighGamma+LDA,kappa,0.16666666666666663,1,48,12,64,0.46425747871398926
Miller2019-imagery_basic,rr,im,HighGamma+LDA,accuracy,0.5833333333333334,2,48,12,64,0.46480703353881836
Miller2019-imagery_basic,rr,im,HighGamma+LDA,balanced_accuracy,0.5833333333333333,2,48,12,64,0.46480703353881836
Miller2019-imagery_basic,rr,im,HighGamma+LDA,kappa,0.16666666666666663,2,48,12,64,0.46480703353881836
Miller2019-imagery_basic,rr,im,HighGamma+LDA,accuracy,0.5833333333333334,3,48,12,64,0.4710249900817871
Miller2019-imagery_basic,rr,im,HighGamma+LDA,balanced_accuracy,0.6142857142857143,3,48,12,64,0.4710249900817871
Miller2019-imagery_basic,rr,im,HighGamma+LDA,kappa,0.21052631578947378,3,48,12,64,0.4710249900817871
Miller2019-imagery_basic,rr,im,HighGamma+LDA,accuracy,0.9166666666666666,4,48,12,64,0.4732794761657715
Miller2019-imagery_basic,rr,im,HighGamma+LDA,balanced_accuracy,0.9285714285714286,4,48,12,64,0.4732794761657715
Miller2019-imagery_basic,rr,im,HighGamma+LDA,kappa,0.8333333333333334,4,48,12,64,0.4732794761657715
