dataset,subject,session,pipeline,metric,score,fold,n_train,n_test,n_channels,time
Miller2019-motor_basic,hh,0,HighGamma+LDA,balanced_accuracy,0.8333333333333333,4,48,12,41,0.29276204109191895
Miller2019-motor_basic,hh,0,HighGamma+LDA,kappa,0.5,4,48,12,41,0.29276204109191895
Miller2019-motor_basic,hl,0,LogBandPower+LDA,accuracy,0.9166666666666666,0,48,12,64,1.6460914611816406
Miller2019-motor_basic,hl,0,LogBandPower+LDA,balanced_accuracy,0.9166666666666667,0,48,12,64,1.6460914611816406
Miller2019-motor_basic,hl,0,LogBandPower+LDA,kappa,0.8333333333333334,0,48,12,64,1.6460914611816406
Miller2019-motor_basic,hl,0,HighGamma+LDA,accuracy,1.0,0,48,12,64,0.46827077865600586
Miller2019-motor_basic,hl,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,64,0.46827077865600586
Miller2019-motor_basic,hl,0,HighGamma+LDA,kappa,1.0,0,48,12,64,0.46827077865600586
Miller2019-motor_basic,hl,0,LogBandPower+LDA,accuracy,0.8333333333333334,1,48,12,64,1.575678825378418
Miller2019-motor_basic,hl,0,LogBandPower+LDA,balanced_accuracy,0.8571428571428572,1,48,12,64,1.575678825378418
Miller2019-motor_basic,hl,0,LogBandPower+LDA,kappa,0.6756756756756757,1,48,12,64,1.575678825378418
Miller2019-motor_basic,hl,0,HighGamma+LDA,accuracy,0.75,1,48,12,64,0.4703054428100586
Miller2019-motor_basic,hl,0,HighGamma+LDA,balanced_accuracy,0.7857142857142857,1,48,12,64,0.4703054428100586
Miller2019-motor_basic,hl,0,HighGamma+LDA,kappa,0.5263157894736843,1,48,12,64,0.4703054428100586
Miller2019-motor_basic,hl,0,LogBandPower+LDA,accuracy,0.9166666666666666,2,48,12,64,0.6752042770385742
Miller2019-motor_basic,hl,0,LogBandPower+LDA,balanced_accuracy,0.9285714285714286,2,48,12,64,0.6752042770385742
Miller2019-motor_basic,hl,0,LogBandPower+LDA,kappa,0.8333333333333334,2,48,12,64,0.6752042770385742
Miller2019-motor_basic,hl,0,HighGamma+LDA,accuracy,0.8333333333333334,2,48,12,64,0.46869945526123047
Miller2019-motor_basic,hl,0,HighGamma+LDA,balanced_accuracy,0.8571428571428572,2,48,12,64,0.46869945526123047
Miller2019-motor_basic,hl,0,HighGamma+LDA,kappa,0.6756756756756757,2,48,12,64,0.46869945526123047
Miller2019-motor_basic,hl,0,LogBandPower+LDA,accuracy,0.9166666666666666,3,48,12,64,0.6126837730407715
Miller2019-motor_basic,hl,0,LogBandPower+LDA,balanced_accuracy,0.9,3,48,12,64,0.6126837730407715
Miller2019-motor_basic,hl,0,LogBandPower+LDA,kappa,0.8235294117647058,3,48,12,64,0.6126837730407715
Miller2019-motor_basic,hl,0,HighGamma+LDA,accuracy,0.75,3,48,12,64,0.465991735458374
Miller2019-motor_basic,hl,0,HighGamma+LDA,balanced_accuracy,0.7,3,48,12,64,0.465991735458374
Miller2019-motor_basic,hl,0,HighGamma+LDA,kappa,0.4375000000000001,3,48,12,64,0.465991735458374
Miller2019-motor_basic,hl,0,LogBandPower+LDA,accuracy,0.8333333333333334,4,48,12,64,0.6371266841888428
Miller2019-motor_basic,hl,0,LogBandPower+LDA,balanced_accuracy,0.8285714285714285,4,48,12,64,0.6371266841888428
Miller2019-motor_basic,hl,0,LogBandPower+LDA,kappa,0.6571428571428571,4,48,12,64,0.6371266841888428
Miller2019-motor_basic,hl,0,HighGamma+LDA,accuracy,0.6666666666666666,4,48,12,64,0.4651327133178711
Miller2019-motor_basic,hl,0,HighGamma+LDA,balanced_accuracy,0.6285714285714286,4,48,12,64,0.4651327133178711
Miller2019-motor_basic,hl,0,HighGamma+LDA,kappa,0.2727272727272727,4,48,12,64,0.4651327133178711
Miller2019-motor_basic,jc,0,LogBandPower+LDA,accuracy,1.0,0,48,12,48,0.4960193634033203
Miller2019-motor_basic,jc,0,LogBandPower+LDA,balanced_accuracy,1.0,0,48,12,48,0.4960193634033203
Miller2019-motor_basic,jc,0,LogBandPower+LDA,kappa,1.0,0,48,12,48,0.4960193634033203
Miller2019-motor_basic,jc,0,HighGamma+LDA,accuracy,1.0,0,48,12,48,0.34609508514404297
Miller2019-motor_basic,jc,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,48,0.34609508514404297
Miller2019-motor_basic,jc,0,HighGamma+LDA,kappa,1.0,0,48,12,48,0.34609508514404297
Miller2019-motor_basic,jc,0,LogBandPower+LDA,accuracy,1.0,1,48,12,48,0.5340662002563477
Miller2019-motor_basic,jc,0,LogBandPower+LDA,balanced_accuracy,1.0,1,48,12,48,0.5340662002563477
Miller2019-motor_basic,jc,0,LogBandPower+LDA,kappa,1.0,1,48,12,48,0.5340662002563477
Miller2019-motor_basic,jc,0,HighGamma+LDA,accuracy,1.0,1,48,12,48,0.35936403274536133
Miller2019-motor_basic,jc,0,HighGamma+LDA,balanced_accuracy,1.0,1,48,12,48,0.35936403274536133
Miller2019-motor_basic,jc,0,HighGamma+LDA,kappa,1.0,1,48,12,48,0.35936403274536133
Miller2019-motor_basic,jc,0,LogBandPower+LDA,accuracy,1.0,2,48,12,48,0.49114441871643066
Miller2019-motor_basic,jc,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,48,0.49114441871643066
Miller2019-motor_basic,jc,0,LogBandPower+LDA,kappa,1.0,2,48,12,48,0.49114441871643066
Miller2019-motor_basic,jc,0,HighGamma+LDA,accuracy,1.0,2,48,12,48,0.35234999656677246
Miller2019-motor_basic,jc,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,48,0.35234999656677246
Miller2019-motor_basic,jc,0,HighGamma+LDA,kappa,1.0,2,48,12,48,0.35234999656677246
Miller2019-motor_basic,jc,0,LogBandPower+LDA,accuracy,1.0,3,48,12,48,0.377246618270874
Miller2019-motor_basic,jc,0,LogBandPower+LDA,balanced_accuracy,1.0,3,48,12,48,0.377246618270874
Miller2019-motor_basic,jc,0,LogBandPower+LDA,kappa,1.0,3,48,12,48,0.377246618270874
Miller2019-motor_basic,jc,0,HighGamma+LDA,accuracy,1.0,3,48,12,48,0.3511388301849365
Miller2019-motor_basic,jc,0,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,48,0.3511388301849365
Miller2019-motor_basic,jc,0,HighGamma+LDA,kappa,1.0,3,48,12,48,0.3511388301849365
Miller2019-motor_basic,jc,0,LogBandPower+LDA,accuracy,1.0,4,48,12,48,0.368297815322876
Miller2019-motor_basic,jc,0,LogBandPower+LDA,balanced_accuracy,1.0,4,48,12,48,0.368297815322876
Miller2019-motor_basic,jc,0,LogBandPower+LDA,kappa,1.0,4,48,12,48,0.368297815322876
Miller2019-motor_basic,jc,0,HighGamma+LDA,accuracy,1.0,4,48,12,48,0.346174955368042
Miller2019-motor_basic,jc,0,HighGamma+LDA,balanced_accuracy,1.0,4,48,12,48,0.346174955368042
Miller2019-motor_basic,jc,0,HighGamma+LDA,kappa,1.0,4,48,12,48,0.346174955368042
Miller2019-motor_basic,jf,0,LogBandPower+LDA,accuracy,1.0,0,53,13,39,1.169029951095581
Miller2019-motor_basic,jf,0,LogBandPower+LDA,balanced_accuracy,1.0,0,53,13,39,1.169029951095581
Miller2019-motor_basic,jf,0,LogBandPower+LDA,kappa,,0,53,13,39,1.169029951095581
Miller2019-motor_basic,jf,0,HighGamma+LDA,accuracy,1.0,0,53,13,39,0.3162069320678711
Miller2019-motor_basic,jf,0,HighGamma+LDA,balanced_accuracy,1.0,0,53,13,39,0.3162069320678711
Miller2019-motor_basic,jf,0,HighGamma+LDA,kappa,,0,53,13,39,0.3162069320678711
Miller2019-motor_basic,jf,0,LogBandPower+LDA,accuracy,1.0,1,53,13,39,0.4771256446838379
Miller2019-motor_basic,jf,0,LogBandPower+LDA,balanced_accuracy,1.0,1,53,13,39,0.4771256446838379
Miller2019-motor_basic,jf,0,LogBandPower+LDA,kappa,,1,53,13,39,0.4771256446838379
Miller2019-motor_basic,jf,0,HighGamma+LDA,accuracy,1.0,1,53,13,39,0.3152592182159424
Miller2019-motor_basic,jf,0,HighGamma+LDA,balanced_accuracy,1.0,1,53,13,39,0.3152592182159424
Miller2019-motor_basic,jf,0,HighGamma+LDA,kappa,,1,53,13,39,0.3152592182159424
Miller2019-motor_basic,jf,0,LogBandPower+LDA,accuracy,1.0,2,53,13,39,0.47889232635498047
Miller2019-motor_basic,jf,0,LogBandPower+LDA,balanced_accuracy,1.0,2,53,13,39,0.47889232635498047
Miller2019-motor_basic,jf,0,LogBandPower+LDA,kappa,1.0,2,53,13,39,0.47889232635498047
Miller2019-motor_basic,jf,0,HighGamma+LDA,accuracy,1.0,2,53,13,39,0.3166325092315674
Miller2019-motor_basic,jf,0,HighGamma+LDA,balanced_accuracy,1.0,2,53,13,39,0.3166325092315674
Miller2019-motor_basic,jf,0,HighGamma+LDA,kappa,1.0,2,53,13,39,0.3166325092315674
Miller2019-motor_basic,jf,0,LogBandPower+LDA,accuracy,1.0,3,53,13,39,0.4638054370880127
Miller2019-motor_basic,jf,0,LogBandPower+LDA,balanced_accuracy,1.0,3,53,13,39,0.4638054370880127
Miller2019-motor_basic,jf,0,LogBandPower+LDA,kappa,,3,53,13,39,0.4638054370880127
Miller2019-motor_basic,jf,0,HighGamma+LDA,accuracy,1.0,3,53,13,39,0.3167562484741211
Miller2019-motor_basic,jf,0,HighGamma+LDA,balanced_accuracy,1.0,3,53,13,39,0.3167562484741211
Miller2019-motor_basic,jf,0,HighGamma+LDA,kappa,,3,53,13,39,0.3167562484741211
Miller2019-motor_basic,jf,0,LogBandPower+LDA,accuracy,1.0,4,52,14,39,1.184004306793213
Miller2019-motor_basic,jf,0,LogBandPower+LDA,balanced_accuracy,1.0,4,52,14,39,1.184004306793213
Miller2019-motor_basic,jf,0,LogBandPower+LDA,kappa,,4,52,14,39,1.184004306793213
Miller2019-motor_basic,jf,0,HighGamma+LDA,accuracy,1.0,4,52,14,39,0.31064891815185547
Miller2019-motor_basic,jf,0,HighGamma+LDA,balanced_accuracy,1.0,4,52,14,39,0.31064891815185547
Miller2019-motor_basic,jf,0,HighGamma+LDA,kappa,,4,52,14,39,0.31064891815185547
Miller2019-motor_basic,jm,0,LogBandPower+LDA,accuracy,0.9166666666666666,0,48,12,63,1.4965128898620605
Miller2019-motor_basic,jm,0,LogBandPower+LDA,balanced_accuracy,0.875,0,48,12,63,1.4965128898620605
Miller2019-motor_basic,jm,0,LogBandPower+LDA,kappa,0.8,0,48,12,63,1.4965128898620605
Miller2019-motor_basic,jm,0,HighGamma+LDA,accuracy,0.9166666666666666,0,48,12,63,0.46891188621520996
Miller2019-motor_basic,jm,0,HighGamma+LDA,balanced_accuracy,0.9375,0,48,12,63,0.46891188621520996
Miller2019-motor_basic,jm,0,HighGamma+LDA,kappa,0.8235294117647058,0,48,12,63,0.46891188621520996
Miller2019-motor_basic,jm,0,LogBandPower+LDA,accuracy,0.6666666666666666,1,48,12,63,1.4487037658691406
Miller2019-motor_basic,jm,0,LogBandPower+LDA,balanced_accuracy,0.7142857142857143,1,48,12,63,1.4487037658691406
Miller2019-motor_basic,jm,0,LogBandPower+LDA,kappa,0.3846153846153846,1,48,12,63,1.4487037658691406
Miller2019-motor_basic,jm,0,HighGamma+LDA,accuracy,0.9166666666666666,1,48,12,63,0.4613809585571289
Miller2019-motor_basic,jm,0,HighGamma+LDA,balanced_accuracy,0.9285714285714286,1,48,12,63,0.4613809585571289
Miller2019-motor_basic,jm,0,HighGamma+LDA,kappa,0.8333333333333334,1,48,12,63,0.4613809585571289
Miller2019-motor_basic,jm,0,LogBandPower+LDA,accuracy,1.0,2,48,12,63,1.455481767654419
Miller2019-motor_basic,jm,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,63,1.455481767654419
Miller2019-motor_basic,jm,0,LogBandPower+LDA,kappa,1.0,2,48,12,63,1.455481767654419
Miller2019-motor_basic,jm,0,HighGamma+LDA,accuracy,1.0,2,48,12,63,0.4605367183685303
Miller2019-motor_basic,jm,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,63,0.4605367183685303
Miller2019-motor_basic,jm,0,HighGamma+LDA,kappa,1.0,2,48,12,63,0.4605367183685303
Miller2019-motor_basic,jm,0,LogBandPower+LDA,accuracy,0.9166666666666666,3,48,12,63,1.4438683986663818
Miller2019-motor_basic,jm,0,LogBandPower+LDA,balanced_accuracy,0.9285714285714286,3,48,12,63,1.4438683986663818
Miller2019-motor_basic,jm,0,LogBandPower+LDA,kappa,0.8333333333333334,3,48,12,63,1.4438683986663818
Miller2019-motor_basic,jm,0,HighGamma+LDA,accuracy,0.9166666666666666,3,48,12,63,0.45769429206848145
Miller2019-motor_basic,jm,0,HighGamma+LDA,balanced_accuracy,0.9285714285714286,3,48,12,63,0.45769429206848145
Miller2019-motor_basic,jm,0,HighGamma+LDA,kappa,0.8333333333333334,3,48,12,63,0.45769429206848145
Miller2019-motor_basic,jm,0,LogBandPower+LDA,accuracy,0.8333333333333334,4,48,12,63,1.0733327865600586
Miller2019-motor_basic,jm,0,LogBandPower+LDA,balanced_accuracy,0.8125,4,48,12,63,1.0733327865600586
Miller2019-motor_basic,jm,0,LogBandPower+LDA,kappa,0.625,4,48,12,63,1.0733327865600586
Miller2019-motor_basic,jm,0,HighGamma+LDA,accuracy,0.8333333333333334,4,48,12,63,0.46112656593322754
Miller2019-motor_basic,jm,0,HighGamma+LDA,balanced_accuracy,0.8125,4,48,12,63,0.46112656593322754
Miller2019-motor_basic,jm,0,HighGamma+LDA,kappa,0.625,4,48,12,63,0.46112656593322754
Miller2019-motor_basic,jp,0,LogBandPower+LDA,accuracy,1.0,0,31,7,58,0.6374533176422119
Miller2019-motor_basic,jp,0,LogBandPower+LDA,balanced_accuracy,1.0,0,31,7,58,0.6374533176422119
Miller2019-motor_basic,jp,0,LogBandPower+LDA,kappa,1.0,0,31,7,58,0.6374533176422119
Miller2019-motor_basic,jp,0,HighGamma+LDA,accuracy,0.7142857142857143,0,31,7,58,0.2688415050506592
Miller2019-motor_basic,jp,0,HighGamma+LDA,balanced_accuracy,0.8,0,31,7,58,0.2688415050506592
Miller2019-motor_basic,jp,0,HighGamma+LDA,kappa,0.46153846153846156,0,31,7,58,0.2688415050506592
Miller2019-motor_basic,jp,0,LogBandPower+LDA,accuracy,1.0,1,30,8,58,0.6392209529876709
Miller2019-motor_basic,jp,0,LogBandPower+LDA,balanced_accuracy,1.0,1,30,8,58,0.6392209529876709
Miller2019-motor_basic,jp,0,LogBandPower+LDA,kappa,1.0,1,30,8,58,0.6392209529876709
Miller2019-motor_basic,jp,0,HighGamma+LDA,accuracy,0.75,1,30,8,58,0.26421093940734863
Miller2019-motor_basic,jp,0,HighGamma+LDA,balanced_accuracy,0.75,1,30,8,58,0.26421093940734863
Miller2019-motor_basic,jp,0,HighGamma+LDA,kappa,0.5,1,30,8,58,0.26421093940734863
Miller2019-motor_basic,jp,0,LogBandPower+LDA,accuracy,1.0,2,31,7,58,0.6401612758636475
Miller2019-motor_basic,jp,0,LogBandPower+LDA,balanced_accuracy,1.0,2,31,7,58,0.6401612758636475
Miller2019-motor_basic,jp,0,LogBandPower+LDA,kappa,1.0,2,31,7,58,0.6401612758636475
Miller2019-motor_basic,jp,0,HighGamma+LDA,accuracy,0.5714285714285714,2,31,7,58,0.26754307746887207
Miller2019-motor_basic,jp,0,HighGamma+LDA,balanced_accuracy,0.7,2,31,7,58,0.26754307746887207
Miller2019-motor_basic,jp,0,HighGamma+LDA,kappa,0.27586206896551735,2,31,7,58,0.26754307746887207
Miller2019-motor_basic,jp,0,LogBandPower+LDA,accuracy,1.0,3,30,8,58,0.6521210670471191
Miller2019-motor_basic,jp,0,LogBandPower+LDA,balanced_accuracy,1.0,3,30,8,58,0.6521210670471191
Miller2019-motor_basic,jp,0,LogBandPower+LDA,kappa,1.0,3,30,8,58,0.6521210670471191
Miller2019-motor_basic,jp,0,HighGamma+LDA,accuracy,0.875,3,30,8,58,0.2704610824584961
Miller2019-motor_basic,jp,0,HighGamma+LDA,balanced_accuracy,0.9166666666666667,3,30,8,58,0.2704610824584961
Miller2019-motor_basic,jp,0,HighGamma+LDA,kappa,0.7142857142857143,3,30,8,58,0.2704610824584961
Miller2019-motor_basic,jp,0,LogBandPower+LDA,accuracy,1.0,4,30,8,58,0.6572542190551758
Miller2019-motor_basic,jp,0,LogBandPower+LDA,balanced_accuracy,1.0,4,30,8,58,0.6572542190551758
Miller2019-motor_basic,jp,0,LogBandPower+LDA,kappa,1.0,4,30,8,58,0.6572542190551758
Miller2019-motor_basic,jp,0,HighGamma+LDA,accuracy,0.5,4,30,8,58,0.2652881145477295
Miller2019-motor_basic,jp,0,HighGamma+LDA,balanced_accuracy,0.5333333333333333,4,30,8,58,0.2652881145477295
Miller2019-motor_basic,jp,0,HighGamma+LDA,kappa,0.05882352941176472,4,30,8,58,0.2652881145477295
Miller2019-motor_basic,jt,0,LogBandPower+LDA,accuracy,0.9166666666666666,0,48,12,62,0.47695255279541016
Miller2019-motor_basic,jt,0,LogBandPower+LDA,balanced_accuracy,0.875,0,48,12,62,0.47695255279541016
Miller2019-motor_basic,jt,0,LogBandPower+LDA,kappa,0.8,0,48,12,62,0.47695255279541016
Miller2019-motor_basic,jt,0,HighGamma+LDA,accuracy,0.9166666666666666,0,48,12,62,0.4531383514404297
Miller2019-motor_basic,jt,0,HighGamma+LDA,balanced_accuracy,0.9375,0,48,12,62,0.4531383514404297
Miller2019-motor_basic,jt,0,HighGamma+LDA,kappa,0.8235294117647058,0,48,12,62,0.4531383514404297
Miller2019-motor_basic,jt,0,LogBandPower+LDA,accuracy,1.0,1,48,12,62,1.321387767791748
Miller2019-motor_basic,jt,0,LogBandPower+LDA,balanced_accuracy,1.0,1,48,12,62,1.321387767791748
Miller2019-motor_basic,jt,0,LogBandPower+LDA,kappa,1.0,1,48,12,62,1.321387767791748
Miller2019-motor_basic,jt,0,HighGamma+LDA,accuracy,1.0,1,48,12,62,0.4531068801879883
Miller2019-motor_basic,jt,0,HighGamma+LDA,balanced_accuracy,1.0,1,48,12,62,0.4531068801879883
Miller2019-motor_basic,jt,0,HighGamma+LDA,kappa,1.0,1,48,12,62,0.4531068801879883
Miller2019-motor_basic,jt,0,LogBandPower+LDA,accuracy,0.8333333333333334,2,48,12,62,1.2922053337097168
Miller2019-motor_basic,jt,0,LogBandPower+LDA,balanced_accuracy,0.875,2,48,12,62,1.2922053337097168
Miller2019-motor_basic,jt,0,LogBandPower+LDA,kappa,0.6666666666666667,2,48,12,62,1.2922053337097168
Miller2019-motor_basic,jt,0,HighGamma+LDA,accuracy,0.9166666666666666,2,48,12,62,0.4558868408203125
Miller2019-motor_basic,jt,0,HighGamma+LDA,balanced_accuracy,0.9375,2,48,12,62,0.4558868408203125
Miller2019-motor_basic,jt,0,HighGamma+LDA,kappa,0.8235294117647058,2,48,12,62,0.4558868408203125
Miller2019-motor_basic,jt,0,LogBandPower+LDA,accuracy,0.8333333333333334,3,48,12,62,1.317777395248413
Miller2019-motor_basic,jt,0,LogBandPower+LDA,balanced_accuracy,0.8333333333333333,3,48,12,62,1.317777395248413
Miller2019-motor_basic,jt,0,LogBandPower+LDA,kappa,0.6666666666666667,3,48,12,62,1.317777395248413
Miller2019-motor_basic,jt,0,HighGamma+LDA,accuracy,0.9166666666666666,3,48,12,62,0.44838762283325195
Miller2019-motor_basic,jt,0,HighGamma+LDA,balanced_accuracy,0.9166666666666667,3,48,12,62,0.44838762283325195
Miller2019-motor_basic,jt,0,HighGamma+LDA,kappa,0.8333333333333334,3,48,12,62,0.44838762283325195
Miller2019-motor_basic,jt,0,LogBandPower+LDA,accuracy,0.9166666666666666,4,48,12,62,1.1604392528533936
Miller2019-motor_basic,jt,0,LogBandPower+LDA,balanced_accuracy,0.9285714285714286,4,48,12,62,1.1604392528533936
Miller2019-motor_basic,jt,0,LogBandPower+LDA,kappa,0.8333333333333334,4,48,12,62,1.1604392528533936
Miller2019-motor_basic,jt,0,HighGamma+LDA,accuracy,0.8333333333333334,4,48,12,62,0.4541933536529541
Miller2019-motor_basic,jt,0,HighGamma+LDA,balanced_accuracy,0.8285714285714285,4,48,12,62,0.4541933536529541
Miller2019-motor_basic,jt,0,HighGamma+LDA,kappa,0.6571428571428571,4,48,12,62,0.4541933536529541
Miller2019-motor_basic,rh,0,LogBandPower+LDA,accuracy,1.0,0,48,12,63,1.4142637252807617
Miller2019-motor_basic,rh,0,LogBandPower+LDA,balanced_accuracy,1.0,0,48,12,63,1.4142637252807617
Miller2019-motor_basic,rh,0,LogBandPower+LDA,kappa,1.0,0,48,12,63,1.4142637252807617
Miller2019-motor_basic,rh,0,HighGamma+LDA,accuracy,1.0,0,48,12,63,0.45961737632751465
Miller2019-motor_basic,rh,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,63,0.45961737632751465
Miller2019-motor_basic,rh,0,HighGamma+LDA,kappa,1.0,0,48,12,63,0.45961737632751465
Miller2019-motor_basic,rh,0,LogBandPower+LDA,accuracy,0.9166666666666666,1,48,12,63,1.4407227039337158
Miller2019-motor_basic,rh,0,LogBandPower+LDA,balanced_accuracy,0.9285714285714286,1,48,12,63,1.4407227039337158
Miller2019-motor_basic,rh,0,LogBandPower+LDA,kappa,0.8333333333333334,1,48,12,63,1.4407227039337158
Miller2019-motor_basic,rh,0,HighGamma+LDA,accuracy,0.9166666666666666,1,48,12,63,0.4605717658996582
Miller2019-motor_basic,rh,0,HighGamma+LDA,balanced_accuracy,0.9285714285714286,1,48,12,63,0.4605717658996582
Miller2019-motor_basic,rh,0,HighGamma+LDA,kappa,0.8333333333333334,1,48,12,63,0.4605717658996582
Miller2019-motor_basic,rh,0,LogBandPower+LDA,accuracy,1.0,2,48,12,63,1.4485840797424316
Miller2019-motor_basic,rh,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,63,1.4485840797424316
Miller2019-motor_basic,rh,0,LogBandPower+LDA,kappa,1.0,2,48,12,63,1.4485840797424316
Miller2019-motor_basic,rh,0,HighGamma+LDA,accuracy,1.0,2,48,12,63,0.4719107151031494
Miller2019-motor_basic,rh,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,63,0.4719107151031494
Miller2019-motor_basic,rh,0,HighGamma+LDA,kappa,1.0,2,48,12,63,0.4719107151031494
Miller2019-motor_basic,rh,0,LogBandPower+LDA,accuracy,1.0,3,48,12,63,1.4525883197784424
Miller2019-motor_basic,rh,0,LogBandPower+LDA,balanced_accuracy,1.0,3,48,12,63,1.4525883197784424
Miller2019-motor_basic,rh,0,LogBandPower+LDA,kappa,1.0,3,48,12,63,1.4525883197784424
Miller2019-motor_basic,rh,0,HighGamma+LDA,accuracy,1.0,3,48,12,63,0.4653201103210449
Miller2019-motor_basic,rh,0,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,63,0.4653201103210449
Miller2019-motor_basic,rh,0,HighGamma+LDA,kappa,1.0,3,48,12,63,0.4653201103210449
Miller2019-motor_basic,rh,0,LogBandPower+LDA,accuracy,0.8333333333333334,4,48,12,63,1.4253337383270264
Miller2019-motor_basic,rh,0,LogBandPower+LDA,balanced_accuracy,0.8333333333333333,4,48,12,63,1.4253337383270264
Miller2019-motor_basic,rh,0,LogBandPower+LDA,kappa,0.6666666666666667,4,48,12,63,1.4253337383270264
Miller2019-motor_basic,rh,0,HighGamma+LDA,accuracy,0.9166666666666666,4,48,12,63,0.4651219844818115
Miller2019-motor_basic,rh,0,HighGamma+LDA,balanced_accuracy,0.9166666666666667,4,48,12,63,0.4651219844818115
Miller2019-motor_basic,rh,0,HighGamma+LDA,kappa,0.8333333333333334,4,48,12,63,0.4651219844818115
Miller2019-motor_basic,rr,0,LogBandPower+LDA,accuracy,0.8333333333333334,0,48,12,49,0.5940287113189697
Miller2019-motor_basic,rr,0,LogBandPower+LDA,balanced_accuracy,0.8333333333333334,0,48,12,49,0.5940287113189697
Miller2019-motor_basic,rr,0,LogBandPower+LDA,kappa,0.6666666666666667,0,48,12,49,0.5940287113189697
Miller2019-motor_basic,rr,0,HighGamma+LDA,accuracy,1.0,0,48,12,49,0.3583230972290039
Miller2019-motor_basic,rr,0,HighGamma+LDA,balanced_accuracy,1.0,0,48,12,49,0.3583230972290039
Miller2019-motor_basic,rr,0,HighGamma+LDA,kappa,1.0,0,48,12,49,0.3583230972290039
Miller2019-motor_basic,rr,0,LogBandPower+LDA,accuracy,1.0,1,48,12,49,0.6002743244171143
Miller2019-motor_basic,rr,0,LogBandPower+LDA,balanced_accuracy,1.0,1,48,12,49,0.6002743244171143
Miller2019-motor_basic,rr,0,LogBandPower+LDA,kappa,1.0,1,48,12,49,0.6002743244171143
Miller2019-motor_basic,rr,0,HighGamma+LDA,accuracy,1.0,1,48,12,49,0.35514116287231445
Miller2019-motor_basic,rr,0,HighGamma+LDA,balanced_accuracy,1.0,1,48,12,49,0.35514116287231445
Miller2019-motor_basic,rr,0,HighGamma+LDA,kappa,1.0,1,48,12,49,0.35514116287231445
Miller2019-motor_basic,rr,0,LogBandPower+LDA,accuracy,1.0,2,48,12,49,0.6030571460723877
Miller2019-motor_basic,rr,0,LogBandPower+LDA,balanced_accuracy,1.0,2,48,12,49,0.6030571460723877
Miller2019-motor_basic,rr,0,LogBandPower+LDA,kappa,1.0,2,48,12,49,0.6030571460723877
Miller2019-motor_basic,rr,0,HighGamma+LDA,accuracy,1.0,2,48,12,49,0.36302757263183594
Miller2019-motor_basic,rr,0,HighGamma+LDA,balanced_accuracy,1.0,2,48,12,49,0.36302757263183594
Miller2019-motor_basic,rr,0,HighGamma+LDA,kappa,1.0,2,48,12,49,0.36302757263183594
Miller2019-motor_basic,rr,0,LogBandPower+LDA,accuracy,1.0,3,48,12,49,0.5929484367370605
Miller2019-motor_basic,rr,0,LogBandPower+LDA,balanced_accuracy,1.0,3,48,12,49,0.5929484367370605
Miller2019-motor_basic,rr,0,LogBandPower+LDA,kappa,1.0,3,48,12,49,0.5929484367370605
Miller2019-motor_basic,rr,0,HighGamma+LDA,accuracy,1.0,3,48,12,49,0.35692477226257324
Miller2019-motor_basic,rr,0,HighGamma+LDA,balanced_accuracy,1.0,3,48,12,49,0.35692477226257324
Miller2019-motor_basic,rr,0,HighGamma+LDA,kappa,1.0,3,48,12,49,0.35692477226257324
Miller2019-motor_basic,rr,0,LogBandPower+LDA,accuracy,0.75,4,48,12,49,0.3794686794281006
Miller2019-motor_basic,rr,0,LogBandPower+LDA,balanced_accuracy,0.75,4,48,12,49,0.3794686794281006
Miller2019-motor_basic,rr,0,LogBandPower+LDA,kappa,0.5,4,48,12,49,0.3794686794281006
Miller2019-motor_basic,rr,0,HighGamma+LDA,accuracy,1.0,4,48,12,49,0.35654354095458984
Miller2019-motor_basic,rr,0,HighGamma+LDA,balanced_accuracy,1.0,4,48,12,49,0.35654354095458984
Miller2019-motor_basic,rr,0,HighGamma+LDA,kappa,1.0,4,48,12,49,0.35654354095458984
Miller2019-motor_basic,ug,0,LogBandPower+LDA,accuracy,1.0,0,72,18,25,0.2759726047515869
Miller2019-motor_basic,ug,0,LogBandPower+LDA,balanced_accuracy,1.0,0,72,18,25,0.2759726047515869
Miller2019-motor_basic,ug,0,LogBandPower+LDA,kappa,1.0,0,72,18,25,0.2759726047515869
Miller2019-motor_basic,ug,0,HighGamma+LDA,accuracy,1.0,0,72,18,25,0.2724733352661133
Miller2019-motor_basic,ug,0,HighGamma+LDA,balanced_accuracy,1.0,0,72,18,25,0.2724733352661133
Miller2019-motor_basic,ug,0,HighGamma+LDA,kappa,1.0,0,72,18,25,0.2724733352661133
Miller2019-motor_basic,ug,0,LogBandPower+LDA,accuracy,1.0,1,72,18,25,0.27533864974975586
